wav_filename,wav_filesize,transcript
common_voice_sk_26751780.wav,191276,ktoré sú podstatne nákladnejšie ako klasické žiarivky
common_voice_sk_24981181.wav,201644,pretože vačšina ľudí si automaticky nastaví max rozlíšenie
common_voice_sk_26751785.wav,194732,bojovník zápasník účastník boja
common_voice_sk_26751786.wav,146348,klietka búdka koterec
common_voice_sk_27606654.wav,96812,hlavový nerv
common_voice_sk_26751783.wav,262700,letecký sprievod priama podpora blízka podpora podpora boja v dotyku
common_voice_sk_27606655.wav,68012,citát
common_voice_sk_27606653.wav,184364,jahoda čílska
common_voice_sk_27606656.wav,97964,nôž stolový
common_voice_sk_27606657.wav,79532,patričný
common_voice_sk_25250026.wav,132524,geológia
common_voice_sk_25002532.wav,84140,biblický
common_voice_sk_25002529.wav,99116,unáhlený chvatný rýchly
common_voice_sk_25250027.wav,160172,jav úkaz fenomén
common_voice_sk_25002536.wav,76076,bohyňa
common_voice_sk_25250028.wav,100268,liberalizmus
common_voice_sk_25002530.wav,77228,biliardové plátno
common_voice_sk_25002534.wav,104876,koronoidný výbežok sánky
common_voice_sk_25250029.wav,100268,aneroidný
common_voice_sk_25250030.wav,152108,čierne korenie zrnko čierneho korenia
common_voice_sk_24558716.wav,298412,ohybný pružný poddajný pohyblivý flexibilný
common_voice_sk_24558714.wav,269612,jednotka svetla
common_voice_sk_24558715.wav,212012,cyprus cyperská republika
common_voice_sk_24558718.wav,169388,čile čilská republika
common_voice_sk_24558717.wav,115244,hodnota
common_voice_sk_24384144.wav,180908,fonografická ihla ihla magnetofónu
common_voice_sk_24384145.wav,117548,jedlo potravina
common_voice_sk_24384146.wav,80684,číslo
common_voice_sk_28563327.wav,57644,rolety
common_voice_sk_24384147.wav,175148,nezaplatenie omeškanie platby nezaplatenie dlhu
common_voice_sk_24384148.wav,108332,vládny mocenský
common_voice_sk_28563328.wav,65708,africký
common_voice_sk_28563330.wav,69164,kazaň
common_voice_sk_28563329.wav,88748,hojdací koník
common_voice_sk_28563331.wav,82988,kanárske ostrovy
common_voice_sk_27769267.wav,119852,lanovka
common_voice_sk_27769265.wav,108332,polica
common_voice_sk_25356752.wav,288044,taká je situácia so zvukovými knihami či audioknihami v mestskej knižnici
common_voice_sk_27769266.wav,123308,karibik
common_voice_sk_27769268.wav,92204,polička
common_voice_sk_25356753.wav,194732,list hebrejom list apoštola pavla hebrejom
common_voice_sk_25356755.wav,163628,krásny okúzľujúci ľúby
common_voice_sk_25356756.wav,218924,preferencie v súvislosti s koncovými zariadeniami na prístup k sociálnym sieťam
common_voice_sk_25090987.wav,79532,čítanie
common_voice_sk_25090990.wav,100268,očný kontakt
common_voice_sk_25090988.wav,71468,operný
common_voice_sk_25090989.wav,82988,mobilný
common_voice_sk_25356754.wav,92204,lov
common_voice_sk_25090991.wav,119852,kotúč kruh
common_voice_sk_30637645.wav,91052,nádej
common_voice_sk_30637648.wav,138284,ľudová hudba kovbojská hudba
common_voice_sk_30637647.wav,85292,odvetvie
common_voice_sk_30637649.wav,172844,fyzické osoby by mali mať kontrolu nad svojimi vlastnými osobnými údajmi
common_voice_sk_26335912.wav,266156,v košických stavebných hutách sa sústreďovali majstri s linkami z viacerých miest európy
common_voice_sk_27769264.wav,125612,bursa
common_voice_sk_30637646.wav,125612,cintorín sväté pole
common_voice_sk_26335915.wav,169388,nastav teplotu v detskej na dvadsať jedna stupňov celzia
common_voice_sk_26335919.wav,139436,bol vystavaný nový kráľovský dom
common_voice_sk_27701532.wav,71468,indiánsky
common_voice_sk_27701536.wav,82988,zapni televizor
common_voice_sk_26335918.wav,141740,odkladanie odklad váhanie
common_voice_sk_26335914.wav,117548,vypni svetlo v pivnici
common_voice_sk_27701533.wav,56492,omyl
common_voice_sk_27701534.wav,71468,alfa primárny
common_voice_sk_27701537.wav,69164,rybársky
common_voice_sk_25322646.wav,165932,vo mne zanechala pocit nesmiernej pevnosti
common_voice_sk_25322647.wav,82988,mužský
common_voice_sk_25322649.wav,163628,invalidné poistenie poistenie pre prípad nespôsobilosti
common_voice_sk_25322648.wav,132524,atraktívny príťažlivý podmanivý
common_voice_sk_25322650.wav,74924,farnosť
common_voice_sk_24614314.wav,236204,opustenie zanechanie opustenie spoločnej domácnosti
common_voice_sk_24614312.wav,187820,sebavedomý sebaistý plný sebadôvery
common_voice_sk_24614316.wav,241964,sieťové úložiská a servery majú oddelenú infraštruktúru
common_voice_sk_24614317.wav,241964,klad pozitívna vlastnosť plus prínos výhoda
common_voice_sk_25142885.wav,167084,kukučkové hodiny hodiny s kukučkou
common_voice_sk_25142887.wav,142892,binárny kód dvojkový kód
common_voice_sk_25142886.wav,297260,nezákonné uväznenie protiprávne odňatie slobody nezákonné zatknutie protiprávne odňatie slobody
common_voice_sk_25142888.wav,85292,kilderkin
common_voice_sk_25142889.wav,100268,opalescencia
common_voice_sk_24729799.wav,144044,módny efektný vzorovaný farebný
common_voice_sk_24729802.wav,97964,obrana odôvodnenie obhajoba
common_voice_sk_24729801.wav,69164,fovea
common_voice_sk_24729798.wav,125612,britská východná afrika
common_voice_sk_25243284.wav,106028,geologická perióda
common_voice_sk_24729800.wav,80684,kapitán nákladnej lode
common_voice_sk_24918518.wav,253484,ide o dokument vnímaný sluchom v rôznych formátoch alebo na rôznych nosičoch
common_voice_sk_25243286.wav,82988,breh
common_voice_sk_25243287.wav,131372,koniec záver ukončenie
common_voice_sk_24918521.wav,129068,vyváženie bielej
common_voice_sk_24918519.wav,194732,avšak nezaručujú lepší úspech pri pestovaní rastlín
common_voice_sk_25243288.wav,88748,meter
common_voice_sk_24918520.wav,177452, farebné elegantné oblečenie a doplnky
common_voice_sk_25154838.wav,177452,hračka brnkačka detská hra
common_voice_sk_24918522.wav,106028,entomofóbia
common_voice_sk_25154839.wav,86444,kraj
common_voice_sk_25154840.wav,119852,očný kútik kútik
common_voice_sk_25154842.wav,68012,kardinál
common_voice_sk_25154841.wav,88748,nadšenec fanúšik
common_voice_sk_24770216.wav,139436,faul
common_voice_sk_24770217.wav,253484,na konanie o udelenie súhlasu sa nevzťahujú všeobecné predpisy o správnom konaní
common_voice_sk_24770218.wav,172844,náhrada kompenzácia
common_voice_sk_28792833.wav,108332,austrálske alpy
common_voice_sk_28792834.wav,123308,hanba potupa
common_voice_sk_25243285.wav,125612,fonografická ihla ihla magnetofónu
common_voice_sk_24770219.wav,198188,vhodný správny odporúčaný
common_voice_sk_24770220.wav,176300,hltanová nosová mandľa
common_voice_sk_24396343.wav,96812,guľka projektil
common_voice_sk_28792837.wav,62252,havran
common_voice_sk_24396345.wav,180908,celková čiastka vyplatená bankou po zrušení životnej poistky
common_voice_sk_24396346.wav,108332,oblička ľadvina
common_voice_sk_28792836.wav,85292,outdoorová hra
common_voice_sk_24396349.wav,69164,kvarteto
common_voice_sk_24396348.wav,137132,obrad ceremónia slávnosť
common_voice_sk_28792835.wav,140588,diaľkový medzimestský
common_voice_sk_24410677.wav,80684,cytológia
common_voice_sk_28677357.wav,125612,epizóda sekvencia
common_voice_sk_28752728.wav,144044,letecká spoločnosť aerolínie aerolinky
common_voice_sk_28677359.wav,111788,hlodavec potkan
common_voice_sk_28677363.wav,125612,armáda spásy
common_voice_sk_28677362.wav,97964,regulovaný
common_voice_sk_28677360.wav,138284,majúci ostrý chrbát
common_voice_sk_32119603.wav,108332,pápež dúhu nerieši
common_voice_sk_32119604.wav,169388,hra na schovávačku schovávačka
common_voice_sk_32119613.wav,194732,nastav termostat v spálni na dvadsať deväť stupňov celzia
common_voice_sk_32119599.wav,119852,sekundárny druhotný
common_voice_sk_32119612.wav,235052,na samom vrchu veže je umiestnený medený kríž s výškou tri metre
common_voice_sk_32119611.wav,129068,holokaust konečné riešenie
common_voice_sk_25738811.wav,91052,kvapôčka malá kvapka
common_voice_sk_32119610.wav,230444,od osvetľovania akvária len slnkom musím každého odhovoriť
common_voice_sk_25738819.wav,66860,krik
common_voice_sk_25738825.wav,108332,genetik odborník v genetike
common_voice_sk_25738823.wav,46124,filter
common_voice_sk_25738826.wav,65708,novinka novina
common_voice_sk_25738824.wav,68012,basa
common_voice_sk_25738832.wav,94508,blúza blúzka
common_voice_sk_25738833.wav,63404,hlboké brodenie
common_voice_sk_25814554.wav,103724,asonancia
common_voice_sk_25814557.wav,114092,hojnosť nadbytok prebytok
common_voice_sk_25814558.wav,85292,revolučný
common_voice_sk_25814610.wav,117548,ležiaci v okolí nosa
common_voice_sk_25814609.wav,171692,integrovaný jednotný začlenený včlenený
common_voice_sk_25814611.wav,186668,finančné aktíva obežný kapitál prevádzkový kapitál
common_voice_sk_25814612.wav,71468,nadjazd
common_voice_sk_25814613.wav,77228,brífing
common_voice_sk_28540430.wav,77228,celkom slepý
common_voice_sk_28540441.wav,85292,miestnosť izba
common_voice_sk_28540442.wav,246572,nepeknosť škaredosť ošklivosť šerednosť ohyzdnosť
common_voice_sk_28540451.wav,57644,koncovka
common_voice_sk_28540456.wav,79532,dobrá nálada
common_voice_sk_28540445.wav,102572,nádor na semenníku
common_voice_sk_28540453.wav,165932,básnický rytmus rytmický štýl prozódia
common_voice_sk_28540443.wav,119852,nutnosť potrebná vec
common_voice_sk_26860592.wav,137132,displej monitor obrazovka
common_voice_sk_26860590.wav,273068,dobytie pevnosti košice bolo základným predpokladom pre splnenie kniežacích zámerov
common_voice_sk_26860660.wav,142892,kľúčový dôležitý podstatný
common_voice_sk_26860595.wav,165932,nepríjemnosť verejná nepríjemnosť
common_voice_sk_26860664.wav,106028,kontext okolnosti
common_voice_sk_26860669.wav,290348,podivný zvláštny svojrázny neobvyklý bizarný čudný výstredný
common_voice_sk_26860670.wav,142892,kolikový trpiaci kolikou
common_voice_sk_28026730.wav,79532,knižnica
common_voice_sk_26860667.wav,77228,koniec
common_voice_sk_28026732.wav,195884,nezávislý pracovník pracujúci na voľnej nohe pracovník na voľnej nohe
common_voice_sk_28026733.wav,88748,kompót
common_voice_sk_28028976.wav,125612,l elko
common_voice_sk_28028980.wav,103724,graf diagram
common_voice_sk_28028977.wav,137132,merateľný porovnateľný
common_voice_sk_28026734.wav,269612,blanokrídlovce rad blanokrídlovce hymenoptera rad hymenoptera
common_voice_sk_28028978.wav,184364,odtiaľ potom ostreľoval mesto ktoré sa hneď vzdalo
common_voice_sk_28028981.wav,114092,pridajte sa už niekto preboha
common_voice_sk_26860597.wav,100268,kanárske ostrovy
common_voice_sk_25243277.wav,283436,bez slnečnej energie by neexistovalo nič živé vodné a bahenné rastliny nevynímajúc
common_voice_sk_25243278.wav,114092,ohrievač ohrievadlo bojler
common_voice_sk_25243279.wav,72620,knižnica
common_voice_sk_25243280.wav,156716,informačná veda veda o informáciách informatika
common_voice_sk_25243281.wav,99116,obeť vraždy zavraždený
common_voice_sk_25243293.wav,85292,flámsko
common_voice_sk_25243292.wav,142892,nadstavba vrchná časť superštruktúra
common_voice_sk_25243294.wav,74924,krvinka
common_voice_sk_25142115.wav,88748,lufkin
common_voice_sk_25243295.wav,117548,legitímny zákonný
common_voice_sk_25243296.wav,101420,ozvena odraz
common_voice_sk_25142116.wav,109484,lapač brzdiaci hák
common_voice_sk_25142117.wav,138284,desať desiatka desiaty desiata desiate
common_voice_sk_25142118.wav,77228,kmeň
common_voice_sk_25142132.wav,100268,vypni stroj tlačítkom stop
common_voice_sk_25142133.wav,114092,lakrimálna artéria slzná artéria
common_voice_sk_25142119.wav,108332,dobro blaho prospech
common_voice_sk_25142131.wav,71468,distribútor
common_voice_sk_25142130.wav,165932,štátny odborný dozor nad pozemnými komunikáciami
common_voice_sk_25142134.wav,77228,kyselina octová
common_voice_sk_29961515.wav,149804,nábožná pieseň
common_voice_sk_29961516.wav,102572,bratský
common_voice_sk_29961682.wav,134828,kázeň kázanie
common_voice_sk_29961518.wav,167084,keňa kenská republika
common_voice_sk_29961519.wav,188972,celkový počet obetí najvyššia daň
common_voice_sk_29961683.wav,131372,miešok skrotum
common_voice_sk_29961684.wav,190124,americký štát štát v uesa
common_voice_sk_29961685.wav,269612,amatérsky neodborný neprofesionálny laický
common_voice_sk_29961686.wav,114092,odovzdanie
common_voice_sk_26951406.wav,194732,útočili aj v okolí košíc  jasov
common_voice_sk_26951405.wav,220076,čiara
common_voice_sk_26951408.wav,126764,ovca merino merino
common_voice_sk_26951409.wav,160172,vypni svetlo v garáži
common_voice_sk_26951407.wav,123308,kolagén
common_voice_sk_26951600.wav,218924,substrát musíme chápať ako dôležitý prvok pre rast rastlín
common_voice_sk_26951604.wav,155564,gyroskopický stabilizátor
common_voice_sk_26951608.wav,145196,boh najvyššia bytosť
common_voice_sk_26951612.wav,199340,mysliteľný prichádzajúci do úvahy možný
common_voice_sk_26951615.wav,193580,komerčné umenie komerčná grafika
common_voice_sk_29840800.wav,97964,jurisdikcia právomoc
common_voice_sk_29840799.wav,146348,informácie sa stali cennejšími ako zlato
common_voice_sk_29961520.wav,106028,nadšenec fanúšik
common_voice_sk_29840802.wav,152108,na ktorých môžu tieto postupy vykonávať online
common_voice_sk_29840801.wav,89900,favorit obľúbenec
common_voice_sk_29840901.wav,188972,okrem lepených nádrží poznáme aj liate tzv elementky
common_voice_sk_29840803.wav,200492,za kvartieľ načim zaplatiť tri zlatovky za štvrť roka
common_voice_sk_29840904.wav,123308,mýtická bytosť mýtické monštrum
common_voice_sk_29840903.wav,97964,vypni svetlo v kúpeľni
common_voice_sk_29840905.wav,296108,do celoslovenského reprezentatívneho prieskumu bola zapojená vzorka v počte tisícstotridsaťpäť respondentov
common_voice_sk_29840906.wav,111788,ararat hora ararat
common_voice_sk_24525054.wav,192428,ohanbie vonkajšie ženské ústroje
common_voice_sk_24525058.wav,80684,hromadenie
common_voice_sk_24525055.wav,102572,latinská plachta
common_voice_sk_24525084.wav,106028,nahrávacie zariadenie
common_voice_sk_24525057.wav,115244,hypersenzitívna reakcia
common_voice_sk_24525056.wav,161324,metrológia náuka o meraní
common_voice_sk_24525085.wav,132524,fotoemisia fotoelektrická emisia
common_voice_sk_24525088.wav,125612,hlasovanie pre kandidátov jednej strany
common_voice_sk_24525087.wav,215468,exhibicionizmus prejav exhibicionizmu neslušné odhaľovanie
common_voice_sk_27658324.wav,100268,vypni kotol
common_voice_sk_27658325.wav,252332,využívanie sociálnych sietí a tiež jej konkrétnych typov v populácii slovenska  podiel a intenzita
common_voice_sk_27658323.wav,119852,absolútny zvrchovaný
common_voice_sk_24525086.wav,79532,jednoduchosť
common_voice_sk_27658326.wav,137132,mierny pokojný vyrovnaný
common_voice_sk_27658327.wav,61100,koč
common_voice_sk_27658333.wav,107180,arafurské more
common_voice_sk_27658337.wav,77228,komerčný
common_voice_sk_27658336.wav,71468,nešikovnosť
common_voice_sk_25399168.wav,213164,námestník ministra námestník generálneho tajomníka
common_voice_sk_27658335.wav,223532,mesto obývalo spolu s predmestiami pod hradbami huštákmi okolo desať tisíc obyvateľov
common_voice_sk_27658334.wav,101420,farbenie zafarbovanie
common_voice_sk_25399166.wav,169388,javisko divadelné javisko
common_voice_sk_25399169.wav,150956,artefakt výtvor
common_voice_sk_25399171.wav,106028,blízkosť
common_voice_sk_25399170.wav,99116,okolnosť
common_voice_sk_25399202.wav,171692,kosačka na trávu kosačka
common_voice_sk_25399203.wav,96812,kytica
common_voice_sk_25399206.wav,305324,kongo konžská demokratická republika bývalý zair belgické kongo
common_voice_sk_25399204.wav,307628,náhrada náhrada škody odškodné odškodnenie kompenzácia
common_voice_sk_25399205.wav,157868,dlhá tona brutto tona
common_voice_sk_25021249.wav,149804,dátum deň v mesiaci
common_voice_sk_25021251.wav,92204,informovaný
common_voice_sk_25021247.wav,186668,koza na rezanie dreva
common_voice_sk_25021248.wav,167084,použitie diela verejným vystavením
common_voice_sk_25021262.wav,180908,naplnenie prienik prestúpenie
common_voice_sk_25021250.wav,109484,kostnatá ryba
common_voice_sk_25021264.wav,177452,hladina šumu hlučnosť úroveň hluku
common_voice_sk_25021263.wav,123308,kllbová jamka lopatky
common_voice_sk_25289002.wav,155564,federálny úrad
common_voice_sk_25021265.wav,96812,majetok vlastníctvo
common_voice_sk_25021266.wav,79532,oslabovanie
common_voice_sk_25289004.wav,194732,kontrolovateľný ovládateľný prístupný
common_voice_sk_25289010.wav,238508,podobný mačiatku ako mača hravý ako mačiatko šantivý šantiaci roztopašný hravý
common_voice_sk_25289013.wav,121004,kniha sirachovcova
common_voice_sk_25289005.wav,65708,plus
common_voice_sk_25289049.wav,134828,kapitálové náklady investičné náklady
common_voice_sk_25289051.wav,223532,sa uplatní na cezhraničnú výmenu dôkazov pre určitý okruh postupov
common_voice_sk_25289052.wav,154412,miesto prevŕtané hmyzom poškodenie hmyzom
common_voice_sk_25289053.wav,146348,luxusný vznešený prepychový nákladný
common_voice_sk_25289054.wav,109484,bejzbalový výstroj
common_voice_sk_28540618.wav,91052,apendikulárna kostra
common_voice_sk_28540616.wav,74924,hráč na hoboj
common_voice_sk_28540619.wav,80684,obliekanie
common_voice_sk_28540617.wav,102572,kňazstvo duchovenstvo
common_voice_sk_28555889.wav,172844,čestný poctivý spravodlivý
common_voice_sk_28540620.wav,132524,list úradný list formálny list
common_voice_sk_28555890.wav,183212,kirgizsko kirgizská republika
common_voice_sk_28555893.wav,68012,kvet
common_voice_sk_28555891.wav,94508,eton college
common_voice_sk_28555892.wav,161324,obyčajný človek človek z ľudu
common_voice_sk_24934462.wav,208556,chyba omyl hrubá chyba veľký omyl vedomá nedbalosť sprostosť
common_voice_sk_24934461.wav,188972,ručne poháňaný ručný ručne ovládaný
common_voice_sk_24934464.wav,108332,háčkovanie háčik
common_voice_sk_24934463.wav,81836,krehký slabý
common_voice_sk_24934465.wav,148652,zastupovanie organizácie kolektívnej správy
common_voice_sk_24934530.wav,175148,od rôznych výrobcov väčšinou v super lákavých obaloch
common_voice_sk_24934529.wav,78380,betón
common_voice_sk_24934532.wav,91052,košík na ovocie
common_voice_sk_24934533.wav,172844,tí menej intenzívnejší zaostávajú i za celoslovenským priemerom
common_voice_sk_24600835.wav,92204,letenka
common_voice_sk_24600834.wav,165932,ľavá strana ľavica
common_voice_sk_24600836.wav,96812,eufória
common_voice_sk_24934535.wav,144044,a pri žiarivkách nula celá päť watov na liter vody
common_voice_sk_24600837.wav,159020,ňufák rypák pysk papuľa
common_voice_sk_24600838.wav,201644,kefová strela kartáčová strela kartáč
common_voice_sk_24600844.wav,129068,nervové zakončenie
common_voice_sk_24696840.wav,169388,botanika fytológia
common_voice_sk_24600848.wav,104876,buzzardský záliv
common_voice_sk_24600846.wav,84140,článkonožec
common_voice_sk_24600845.wav,144044,fotokonduktivita fotovodivosť
common_voice_sk_24696841.wav,171692,orinoco rieka orinoco
common_voice_sk_24696842.wav,149804,nevoľník otrok
common_voice_sk_24696849.wav,117548,kávovník
common_voice_sk_24696843.wav,144044,komisia pre atómovú energiu
common_voice_sk_24696844.wav,111788,hod vrh
common_voice_sk_24696852.wav,108332,olejnička
common_voice_sk_24696850.wav,96812,kľučka
common_voice_sk_25267758.wav,177452,odozva ozvena echo
common_voice_sk_25267759.wav,157868,vonkajší externý
common_voice_sk_25267757.wav,107180,hydina
common_voice_sk_25267761.wav,229292,lano smerové lano hlavné lano bočnica
common_voice_sk_25267760.wav,277676,na základe adresy sa pokúsime lokalizovať človeka s možným malvérom v počítači
common_voice_sk_25267777.wav,173996,menový fond peňažný fond
common_voice_sk_25267778.wav,178604,koncový stupeň konečná etapa
common_voice_sk_24600847.wav,220076,básnický rytmus rytmický štýl prozódia
common_voice_sk_25267780.wav,252332,náboženská slávnosť cirkevná slávnosť cirkevný sviatok
common_voice_sk_25267779.wav,148652,pohnutý dotknutý
common_voice_sk_25267781.wav,116396,aktomyozín
common_voice_sk_24696848.wav,148652,miestnosť izba
common_voice_sk_25243689.wav,126764,kruhový
common_voice_sk_25243690.wav,154412,nominácia vymenovanie
common_voice_sk_25243691.wav,86444,jablko
common_voice_sk_25243693.wav,119852,dovidenia dovi
common_voice_sk_24696853.wav,121004,obeť vraždy zavraždený
common_voice_sk_25243714.wav,134828,lepší najlepší
common_voice_sk_25243692.wav,101420,epocha
common_voice_sk_25243715.wav,107180,bravčová klobása
common_voice_sk_25243719.wav,141740,ázijčan ázijec
common_voice_sk_28563210.wav,140588,zapni svetlo na chodbe
common_voice_sk_25243717.wav,160172,lúč zväzok elektrónový zväzok
common_voice_sk_28563234.wav,56492,gitara
common_voice_sk_28563233.wav,77228,jednoduchý proteín
common_voice_sk_28563236.wav,82988,dojemný dojímavý
common_voice_sk_28563265.wav,63404,finančná pokuta
common_voice_sk_28563268.wav,65708,encyklopédia
common_voice_sk_28563267.wav,63404,králičia nora
common_voice_sk_28563271.wav,68012,dlh
common_voice_sk_28563272.wav,50732,noty
common_voice_sk_28563273.wav,59948,intelektuál
common_voice_sk_28563275.wav,65708,barón
common_voice_sk_28563127.wav,80684,horor hrôza
common_voice_sk_28563102.wav,132524,klobása
common_voice_sk_28563100.wav,62252,divoch
common_voice_sk_28563103.wav,50732,hodiny
common_voice_sk_28563129.wav,129068,nastav svetlo v pivnici na sto percent
common_voice_sk_25243720.wav,122156,hypersenzitívna reakcia
common_voice_sk_28563130.wav,91052,mešťan obyvateľ mesta
common_voice_sk_28563131.wav,155564,kolosálny obrovský nesmierny ohromujúci
common_voice_sk_28563149.wav,138284,nula nultý nultá nulté
common_voice_sk_28563151.wav,111788,história výpoveď príbeh
common_voice_sk_28563209.wav,155564,expres expresný dopravný prostriedok
common_voice_sk_28563152.wav,207404,medveď hnedý ursus arctos
common_voice_sk_28563182.wav,79532,overený osvedčený
common_voice_sk_28563183.wav,132524,ochorenie oka očná choroba
common_voice_sk_25312353.wav,49580,euro
common_voice_sk_25312364.wav,50732,jún
common_voice_sk_25312376.wav,70316,čínska kapusta
common_voice_sk_25312347.wav,58796,cyklistika
common_voice_sk_25312365.wav,55340,hana
common_voice_sk_25312326.wav,109484,olivový olej
common_voice_sk_25312382.wav,70316,kondícia
common_voice_sk_25312383.wav,69164,článok
common_voice_sk_25312387.wav,46124,guvernér
common_voice_sk_25312390.wav,54188,kompót
common_voice_sk_25312412.wav,76076,sekundárny
common_voice_sk_25114285.wav,74924,mystický
common_voice_sk_25312406.wav,57644,hovorca
common_voice_sk_25114284.wav,77228,brod
common_voice_sk_25114287.wav,164780,otázny diskutabilný sporný pochybný
common_voice_sk_25114286.wav,71468,clinton
common_voice_sk_25114288.wav,94508,náhorná plošina
common_voice_sk_25114313.wav,193580,obligácie ukladacie papiere ukladací cenný papier
common_voice_sk_25114309.wav,125612,kompetentný právne spôsobilý
common_voice_sk_25114312.wav,134828,konzervant konzervačná látka
common_voice_sk_25114310.wav,84140,osada
common_voice_sk_25114370.wav,119852,minerálny nerastný
common_voice_sk_25114371.wav,173996,kráska krásavica kočka kus fešanda
common_voice_sk_25114369.wav,97964,lekársky nástroj
common_voice_sk_25114372.wav,178604,a riešenia problémov na ktoré by sa občania a podniky mohli obrátiť
common_voice_sk_28055280.wav,96812,hnedá
common_voice_sk_25114373.wav,97964,horná galéria
common_voice_sk_28055281.wav,79532,najdi
common_voice_sk_28055305.wav,213164,napíšte článok o strednej a východnej európe a vyhrajte zaujímavé ceny
common_voice_sk_28055282.wav,69164,nájom
common_voice_sk_28055285.wav,126764,oplodniteľný schopný počatia
common_voice_sk_28055306.wav,138284,indigirka rieka indigirka
common_voice_sk_28055309.wav,82988,heraldika
common_voice_sk_28055310.wav,134828,omladenie oživenie zotavenie
common_voice_sk_28055327.wav,259244,klepietkavce podkmeň klepietkavce chelicerata podkmeň chelicerata
common_voice_sk_28055333.wav,241964,lajdácky neodborný podradný amatérsky neporiadny diletantský
common_voice_sk_28055308.wav,121004,bomba s diaľkovým ovládaním
common_voice_sk_28055328.wav,184364,atómová bomba nukleárna bomba jadrová bomba
common_voice_sk_28055331.wav,80684,kyselina močová
common_voice_sk_32095601.wav,225836,predvolebná porada lídrov konferencia vedenia alebo voličov politickej strany
common_voice_sk_32095599.wav,116396,normandské ostrovy
common_voice_sk_32095600.wav,220076,akadama taktiež potláča odobratím živín aj rast rias
common_voice_sk_32095631.wav,192428,nadoblička nadľadvina nadobličková žľaza
common_voice_sk_32095630.wav,71468,erb
common_voice_sk_28055287.wav,77228,divoch
common_voice_sk_32095629.wav,194732,ovčinec ohrada pre ovce ovčiareň
