File Name,Actor,Sex,Male,Female
studio010/clip/s010_clip_actor019_script1_2_1a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro3_13.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_13.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_2_3b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_2_1a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_2_1b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_14.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_1_4b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro3_11.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_2_1b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro3_8.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_1_4a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_2_3a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_1_2b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_1_4b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_11.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro2_15.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_1_4b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_2_5b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_11.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_1.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro1_8.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro2_7.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_1_2a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_2_2a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_1.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro2_9.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_10.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_3.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_6.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_15.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro1_1.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_1_2a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro2_2.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_8.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro3_10.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_2_3b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_6.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro2_3.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro5_15.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_2_5b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script2_2_1a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_2_1b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_2_2a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro1_11.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro4_5.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_1_5b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script1_1_1a.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_impro3_12.wav,actor019,M,1,0
studio010/clip/s010_clip_actor019_script3_2_3b.wav,actor019,M,1,0
studio010/clip/s010_clip_actor020_impro5_16.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_11.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_15.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_10.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_1a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_4a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_18.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_2b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_1.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_3.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_5b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_2b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_3b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_5a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_7.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_1b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_9.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_4b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_5.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_3b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_13.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_4b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_12.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_11.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_6.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_2.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_2a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_1a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_4a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_1b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_3.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_12.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_9.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_10.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_7.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_5a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_4b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_3a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_14.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_8.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_15.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_4.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_4.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_13.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_2a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_2b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_3a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_15.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_4a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_1a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_1.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_4b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_7.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_13.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_3b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_10.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_5a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_4b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_5.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_4a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_3a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_5a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_5b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_1b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_5b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_5b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_2.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_9.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_3b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_4.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_3a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_11.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_4.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_8.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_1a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_13.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_10.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_9.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_2a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_6.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_6.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_4a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_3.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_2b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_5b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_4.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_1b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_19.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_2_5a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_1_4a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_2.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_11.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_5.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_14.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_3.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_20.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_8.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_5b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_2.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_12.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_3b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_1b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_2a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_7.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script2_1_3b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_5a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_7.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_2b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_1.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_1a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_3a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_14.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_1.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_2.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_10.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_2a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_6.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_4b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_3a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_6.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_2a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_5.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_16.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_2_1a.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_12.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro5_8.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_17.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script1_1_2b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro4_9.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_8.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_script3_2_1b.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_3.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro3_11.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_1.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro2_5.wav,actor020,M,1,0
studio010/clip/s010_clip_actor020_impro1_12.wav,actor020,M,1,0
studio050/clip/s050_clip_actor140_impro9_10.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_1.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_4b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_19.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_9.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_2b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_12.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_15.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_10.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_11.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_3a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_3b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_2b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_5a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_4a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_5b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_1a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_8.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_2b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_4b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_3b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_2.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_6.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_5.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_1.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_2.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_7.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_14.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_7.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_1a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_6.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_13.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_7.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_2.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_22.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_11.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_16.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_5a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_20.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_6.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_3a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_9.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_21.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_9.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_3.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_2a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_1a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_2b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_5.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_23.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_6.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_1.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_5.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_3.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_5b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_8.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_4b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_1b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_10.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_7.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_22.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_4a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_1_3b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_5.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_1a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_11.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_1_5a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_8.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_5a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_5b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_14.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_2a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_2a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_7.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_4a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_2b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_4.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_5a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_16.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro8_11.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_17.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_3a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_2a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_20.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_3b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_1_3a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_1_1b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_1b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_18.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_1_3b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_1_1a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_1_4a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_4.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_3b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_3.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_5b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_4.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_10.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script2_2_1b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro10_17.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro6_1.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_3a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_9.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_3.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_1.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro7_10.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_2_2a.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_impro9_9.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script1_1_4b.wav,actor140,M,1,0
studio050/clip/s050_clip_actor140_script3_2_4b.wav,actor140,M,1,0
